UEN,WEBSITE,SOURCES,pred_label,true_pred
200922487R,www.volz.de/en/contact/contact-person/singapur.html,ORBIS,B,B
201000068G,blossom.seedplane.com,ORBIS,B,B
201000068G,BLOSSOM.SG,SGNIC,B,B
201000068G,BLOSSOMEDUGROUP.EDU.SG,SGNIC,B,B
201000200M,www.watatawa.asia,ORBIS,B,B
201000339D,brilliant.com.sg,ORBIS,C,C
201001057Z,www.irisbusiness.com,ORBIS,C,B
201001202K,solutionsatwork.com.sg,ORBIS,B,C
201001375G,k2partnering.com,ORBIS,B,B
201001528E,www.omega.edu.sg,ORBIS,C,B
201001793H,www.mdis.edu.sg,ORBIS,C,B
201001793H,MC-MDIS.EDU.SG,SGNIC,C,B
201001793H,MDC.EDU.SG,SGNIC,C,B
201002071R,www.meritushotels.com,ORBIS,B,B
201002071R,CHATTERBOXCAFE.COM.SG,SGNIC,B,B
201002071R,CHATTERBOXEXPRESS.COM.SG,SGNIC,B,B
201002071R,CHENSMAPOTOFU.COM.SG,SGNIC,B,B
201002071R,EXPRESSBYCHATTERBOX.COM.SG,SGNIC,B,B
201002071R,MAXCOFFEE.COM.SG,SGNIC,B,B
201002071R,MAXXCOFFEE.COM.SG,SGNIC,B,B
201002071R,MAXX-COFFEE.COM.SG,SGNIC,B,B
201002071R,ONEREALTY.COM.SG,SGNIC,B,B
201002071R,OUERESTAURANT.COM.SG,SGNIC,B,B
201002071R,OUERESTAURANTGROUP.COM.SG,SGNIC,B,B
201002071R,OUERESTAURANTGROUPS.COM.SG,SGNIC,B,B
201002071R,OUERESTAURANTS.COM.SG,SGNIC,B,B
201002071R,OUERESTAURANTSGROUP.COM.SG,SGNIC,B,B
201002071R,TAKAYAMA.COM.SG,SGNIC,B,B
201002071R,VUEBARANDGRILL.COM.SG,SGNIC,B,B
201002573K,www.eamesconsulting.com,ORBIS,B,B
201003881C,www.lightingcontrols.com.sg,ORBIS,B,B
201004364M,www.sacfreight.com/link.html,ORBIS,B,B
201004421D,www.eset.com/sg,ORBIS,C,B
201004421D,ESET.COM.SG,SGNIC,C,B
201004444C,wisict.com,ORBIS,B,B
201004444C,WISCA.COM.SG,SGNIC,B,B
201004919K,www.invisalign.com.sg,ORBIS,C,B
201005892W,www.kvh.com,ORBIS,C,B
201006725D,www.crasia.net,ORBIS,B,B
201006799R,www.commercepromote.com,ORBIS,B,B
201006851M,www.migao.com.sg,ORBIS,B,C
201007408D,xtendtech.com.sg,ORBIS,B,B
201007408D,XTEND.SG,SGNIC,B,B
201007410H,www.storhub.com.sg,ORBIS,C,B
201007562H,www.primeltd.com,ORBIS,B,B
201007965Z,www.softboxsystems.com,ORBIS,B,B
201007965Z,SOFTBOXSYSTEMS.COM.SG,SGNIC,B,B
201008050W,www.jbcenergy.com,ORBIS,B,B
201008328K,www.global-eduhub.com/index.php,ORBIS,B,B
201008376M,www.witec.de,ORBIS,B,B
201008678W,www.dovregroup.com,ORBIS,B,B
201008678W,TESTWAGON.SG,SGNIC,B,B
201008706C,www.tatasteel.com,ORBIS,B,B
201008721M,sirtex.com,ORBIS,B,B
201009170N,www.leprinofoods.com,ORBIS,B,B
201009957C,cellmore.biz,ORBIS,C,B
201009974N,bdt-storage.de,ORBIS,B,B
201010070K,autecsolutions.com.sg,ORBIS,B,B
201010205E,www.pacificmarine.com.sg,ORBIS,B,B
201010281D,www.petron.com,ORBIS,B,B
201011846K,moonsindustries.com,ORBIS,C,B
201012024D,www.possopreschool.com,ORBIS,C,B
201013123D,rekiki.com,ORBIS,B,B
201014311N,www.eagleships.com,ORBIS,B,B
201014642G,mulberrylearning.com,ORBIS,C,B
201014681G,fujikin.com.sg,ORBIS,B,B
201014748G,www.mdis.edu.sg/international-prospective-students/accommodation,ORBIS,B,B
201014969M,www.exabytes.sg,ORBIS,B,B
201014969M,ESEED.SG,SGNIC,B,B
201014969M,FREENAMECARD.SG,SGNIC,B,B
201014969M,GAMEJAM.SG,SGNIC,B,B
201014969M,MSCHOSTING.SG,SGNIC,B,B
201014969M,ONLINELAHBOSS.SG,SGNIC,B,B
201014969M,ONLINELAHTAUKE.SG,SGNIC,B,B
201014969M,ONLYSINGAPORE.COM.SG,SGNIC,B,B
201014969M,PHOTONCLOUD.COM.SG,SGNIC,B,B
201014969M,SWA.SG,SGNIC,B,B
201014969M,VPSHOSTING.COM.SG,SGNIC,B,B
201014969M,WORDPRESSHOSTING.COM.SG,SGNIC,B,B
201015032D,www.dpmaster.com.sg,ORBIS,B,B
201015765R,www.teakauracing.com,ORBIS,B,B
201015770N,www.travelogy.com,ORBIS,B,B
201016200H,consapp.com.sg,ORBIS,B,B
201017568M,www.tamesoft.com.sg,ORBIS,B,B
201017568M,CLEANCO.COM.SG,SGNIC,B,B
201017568M,COMPLEMENTARYMEDICINE.COM.SG,SGNIC,B,B
201017568M,HOSTINGHUB.COM.SG,SGNIC,B,B
201017568M,LINDAGALLERY.COM.SG,SGNIC,B,B
201017568M,LIONHEART.COM.SG,SGNIC,B,B
201017568M,REALESTATESERVICES.COM.SG,SGNIC,B,B
201017568M,TGATE.COM.SG,SGNIC,B,B
201017685Z,skstankers.com,ORBIS,B,B
201017713D,www.valuemax.com.sg,ORBIS,C,B
201018424Z,www.valuemax.com,ORBIS,B,B
201019651K,www.brightcove.com/en,ORBIS,B,B
201019815M,cinemaworld.asia,ORBIS,B,B
201020080C,www.eightinc.com,ORBIS,B,B
201020534N,www.vega-global.com.sg,ORBIS,B,B
201020534N,vega-global.com/en/country/singapore,GMAP,B,B
201020967D,thelifecelebrant.sg,ORBIS,C,B
201020967D,AFSS.COM.SG,SGNIC,C,B
201020967D,DYINGTOMEETYOU.COM.SG,SGNIC,C,B
201020967D,LIFECELEBRANT.SG,SGNIC,C,B
201020967D,THELIFECELEBRANT.COM.SG,SGNIC,C,B
201021205Z,www.diaminter.com,ORBIS,B,B
201021338E,iseaco.com,ORBIS,B,B
201021424D,www.jobstudio.com.sg,ORBIS,B,B
201021424D,MOBIHEALTH.COM.SG,SGNIC,B,B
201022026D,www.ferring.co.jp,ORBIS,B,B
201022668D,www.cheriehearts.com.sg,ORBIS,B,B
201022860E,probusec.com,ORBIS,B,B
201023044D,www.marcopolomarine.com.sg,ORBIS,B,B
201023320W,aun-singapore.com.sg,ORBIS,B,B
201023608D,www.angliss.edu.sg,ORBIS,B,B
201023937N,activeviam.com,ORBIS,B,B
201024646H,www.fortheloveoflaundry.com,ORBIS,B,C
201025417H,www.petroval.com,ORBIS,B,B
201025904R,www.avani.sg,ORBIS,B,B
201025904R,MANAGEMENT-AVANI.SG,SGNIC,B,B
201026011C,shantaljewelry.com,ORBIS,C,C
201026113W,www.hafary.com.sg,ORBIS,B,B
201026363K,www.cleanpro.asia,ORBIS,C,C
201026446M,eng.skgeocentric.com,ORBIS,B,B
201026486D,www.mri-group.com,ORBIS,B,B
201026911M,keko.sg,ORBIS,B,B
201026911M,KEKO.COM.SG,SGNIC,B,B
201027088D,www.carucontainers.com,ORBIS,B,B
201027097E,diligent.com,ORBIS,B,C
201027228R,www.reynaers.com,ORBIS,B,B
201027424C,www.hygieia-sg.com,ORBIS,B,B
201027424C,EVOLUXE.COM.SG,SGNIC,B,B
201100422M,www.mulberrylearning.com,ORBIS,B,B
201100494D,hostsg.net,ORBIS,B,B
201100494D,ASIANHEART.COM.SG,SGNIC,B,B
201100525Z,watabe-wedding.com.sg,ORBIS,B,B
201100996W,www.appvantage.co,ORBIS,B,B
201100996W,APPVANTAGE.SG,SGNIC,B,B
201100996W,AUTOMATES.SG,SGNIC,B,B
201101699D,www.smaato.com,ORBIS,B,B
201101989N,www.laurel.com.sg,ORBIS,B,B
201102634H,www.perxtech.com,ORBIS,C,B
201103537D,www.itls.io,ORBIS,B,C
201105618R,orionarts.sg,ORBIS,B,B
201105618R,ORIONARTS.COM.SG,SGNIC,B,B
201106207K,www.elmos.com,ORBIS,B,B
201107367W,www.lalique-group.com,ORBIS,B,C
201107367W,LALIQUE.COM.SG,SGNIC,B,C
201107367W,www.lalique.com/,GMAP,B,C
201108949W,www.biomaxgreen.com,ORBIS,B,B
201109837E,vadotech.com/en,ORBIS,B,B
201109846G,www.ifs.be,ORBIS,B,B
201118021M,www.aismaritime.com,ORBIS,B,B
201118117Z,8vicglobal.com,ORBIS,B,C
201118117Z,ASTA80.SG,SGNIC,B,C
201118117Z,HOWTOINVEST.SG,SGNIC,B,C
201118117Z,MONEYMONEYHOME.COM.SG,SGNIC,B,C
201118943K,www.concur.com.sg,ORBIS,B,B
201120468E,singapore.unisg.ch,ORBIS,B,B
201120468E,UNISG.COM.SG,SGNIC,B,B
201128424C,www.scotsman-ice.com,ORBIS,B,B
201128424C,SCOTSMAN.COM.SG,SGNIC,B,B
201130686R,www.tuffoffshore.sg,ORBIS,B,B
201131135E,www.binlcollections.com,ORBIS,B,B
201133580E,www.woptics.sg,ORBIS,C,C
201134174N,www.juwi.co.za,ORBIS,B,B
201134606Z,www.mmsl.com.sg,ORBIS,B,B
201135610D,www.oechsler.com,ORBIS,B,B
201135610D,OECHSLER.COM.SG,SGNIC,B,B
201200287W,www.winninggroup.com.sg,ORBIS,B,B
201201698R,otkasia.com,ORBIS,B,B
201202891E,www.appleaf.com.sg,ORBIS,B,B
201202891E,GENSG-SHOP.COM.SG,SGNIC,B,B
201203075D,www.spencer-ogden.com,ORBIS,B,B
201204132K,www.falkorengineering.com,ORBIS,B,B
201204132K,FALKOR.COM.SG,SGNIC,B,B
201204257E,onetouch.com.sg,ORBIS,B,B
201204465E,www.sfs.com.sg,ORBIS,B,B
201204465E,SINGAPOREFUNERALSERVICES.COM.SG,SGNIC,B,B
201205282E,www.digitalroute.com,ORBIS,B,B
201206280Z,www.cartrack.sg,ORBIS,B,B
201206280Z,SQUAREBALL.SG,SGNIC,B,B
201206436K,sg.palo-it.com,ORBIS,B,B
201206436K,PALO-IT.SG,SGNIC,B,B
201206436K,PALOITCLOUD.COM.SG,SGNIC,B,B
201208598R,www.safetyware.com,ORBIS,B,B
201208598R,SAFETYWARE.COM.SG,SGNIC,B,B
201209271G,www.smartkarma.com/home,ORBIS,C,C
201209870D,www.asiacorporatejet.com,ORBIS,B,B
201211433N,www.melissazakka.com,ORBIS,C,C
201211900R,insight.rakuten.com/about-us,ORBIS,B,B
201211900R,corp.rakuten.asia/,GMAP,B,B
201213011C,www.teekay.com/offices/asia/singapore,ORBIS,B,B
201216234W,www.warde.com.sg,ORBIS,B,B
201216241W,adsecglobal.com,ORBIS,B,B
201216667G,www.cosentino.com,ORBIS,C,C
201216687M,fusionspoon.com,ORBIS,B,B
201216687M,CCSCC.ORG.SG,SGNIC,B,B
201216687M,fpgrp.com.sg/,GMAP,B,B
201217293Z,www.almacgroup.com,ORBIS,B,B
201218966M,www.capco.com,ORBIS,B,B
201218966M,CAPCO.COM.SG,SGNIC,B,B
201219574C,www.polytec.com/us,ORBIS,B,B
201219826D,saturdayclub.com,ORBIS,C,C
201219826D,SATURDAYCLUB.SG,SGNIC,C,C
201220563H,www.spellbound.com.sg,ORBIS,B,B
201220563H,ANNA.COM.SG,SGNIC,B,B
201220563H,CINNAMONROLLS.COM.SG,SGNIC,B,B
201220563H,MARVELLOUS.COM.SG,SGNIC,B,B
201223546E,www.anaplan.com,ORBIS,B,C
201224091W,www.coco-ro.org,ORBIS,B,B
201224091W,COCO-RO.COM.SG,SGNIC,B,B
201224453G,www.thepodcapsulehotel.com,ORBIS,C,C
201224888W,www.ritualgym.com,ORBIS,B,B
201224888W,RITUAL.SG,SGNIC,B,B
201224969W,rosesonly.com.sg,ORBIS,C,C
201224969W,MISTERROSES.COM.SG,SGNIC,C,C
201224969W,MROSES.COM.SG,SGNIC,C,C
201224969W,MRROSES.COM.SG,SGNIC,C,C
201225032H,shhkact.com.sg,ORBIS,C,B
201227040M,www.mingoicecream.com,ORBIS,B,B
201227040M,MINGOICECREAM.COM.SG,SGNIC,B,B
201229261K,lepetitdepot.com,ORBIS,C,C
201229261K,FMART.SG,SGNIC,C,C
201229261K,FRENCHMART.SG,SGNIC,C,C
201229261K,GREENSIDE.COM.SG,SGNIC,C,C
201229261K,GROZERY.COM.SG,SGNIC,C,C
201229261K,LEPETITDEPOT.COM.SG,SGNIC,C,C
201229261K,THEFRENCHHUB.COM.SG,SGNIC,C,C
201229261K,THEFRENCHMALL.COM.SG,SGNIC,C,C
201230538D,www.nomad-aviation.com,ORBIS,B,B
201231275N,flc-inc.sg,ORBIS,B,C
201301820M,www.essenceglobal.com,ORBIS,B,B
201301853D,mashup.com.sg,ORBIS,B,B
201301925C,halcyontech.com.sg,ORBIS,C,B
201301925C,ENDMILL.SG,SGNIC,C,B
201301925C,HALCYONTECH.SG,SGNIC,C,B
201302822K,speechacademyasia.com,ORBIS,C,C
201302822K,SAAGAME.COM.SG,SGNIC,C,C
201303286Z,artisanbakery.com.sg,ORBIS,C,B
201303286Z,ALTPIZZA.SG,SGNIC,C,B
201303286Z,PANINO.COM.SG,SGNIC,C,B
201303485W,www.preciouscomms.com,ORBIS,C,C
201304011D,www.sg-shipping.com,ORBIS,B,B
201304011D,SGGROUP.SG,SGNIC,B,B
201304367R,nytex.sg,ORBIS,B,B
201304665W,www.vcargocloud.com,ORBIS,B,B
201304665W,GUUD.COM.SG,SGNIC,B,B
201305407K,www.bandainamcostudios.sg,ORBIS,B,B
201305759Z,kcsg.com.sg,ORBIS,B,B
201305917R,www.moneythor.com,ORBIS,C,B
201307198E,www.vogelindustries.com.my,ORBIS,B,B
201307198E,VOGELINDUSTRIES.COM.SG,SGNIC,B,B
201307198E,VOGELSMARTPRODUCTS.COM.SG,SGNIC,B,B
201307760G,www.lymon.com.sg,ORBIS,C,B
201308674E,www.schunk.com,ORBIS,C,B
201309132R,www.dukece.com,ORBIS,B,B
201309310W,www.mackparking.com.sg,ORBIS,B,B
201309504W,www.peppersion.com.sg,ORBIS,C,B
201310174Z,jones.com.sg,ORBIS,C,C
201310174Z,JSTYLE.COM.SG,SGNIC,C,C
201312944K,www.topodesignstudio.com,ORBIS,B,B
201313595D,www.newgatecomms.com.sg,ORBIS,B,B
201315830H,www.raccortubisingapore.com,ORBIS,B,C
201316254G,www.fit-foxconn.com,ORBIS,B,B
201317712D,digimaticmedia.com,ORBIS,B,C
201318053Z,www.igpi.com.sg,ORBIS,B,B
201322003R,www.chainiq.com,ORBIS,B,B
201322246H,staffondemand.sg,ORBIS,B,B
201324234G,www.signavio.com,ORBIS,B,B
201325873K,www.3tel.com.sg,ORBIS,C,B
201327139R,www.leyu.com.sg,ORBIS,C,B
201327457D,www.dwellstudent.com,ORBIS,B,B
201328521K,www.vpasia.com.sg,ORBIS,B,B
201328521K,GALPERTI.COM.SG,SGNIC,B,B
201328898Z,www.falconpev.com.sg,ORBIS,C,C
201328898Z,GOZERO.SG,SGNIC,C,C
201328898Z,ZEROSCOOTER.SG,SGNIC,C,C
201328934N,foutap.com,ORBIS,B,B
201329320G,www.mysep.com,ORBIS,B,B
201331262M,www.menck.com,ORBIS,B,B
201331873D,posh.com.sg,ORBIS,B,B
201333420C,kohyoung.com,ORBIS,B,B
201401278Z,www.cloudsteer.com,ORBIS,B,B
201402023H,www.womarpools.com,ORBIS,B,B
201402885D,www.azelis.com,ORBIS,B,B
201402885D,AZELIS.COM.SG,SGNIC,B,B
201403569N,www.wings4u.eu,ORBIS,B,B
201403928K,www.altpizza.com.sg,ORBIS,C,C
201403928K,ALTPIZZA.SG,SGNIC,C,C
201403928K,BLOOMCAFE.SG,SGNIC,C,C
201404835M,thinkplaceglobal.com,ORBIS,B,B
201404835M,THINKPLACE.COM.SG,SGNIC,B,B
201407309N,www.costellomedical.com,ORBIS,B,B
201407432K,www.spritle.com,ORBIS,B,B
201410449D,www.sashasfinefoods.com,ORBIS,C,C
201410449D,SASHASFINEFOODS.COM.SG,SGNIC,C,C
201410701H,www.capitaland.com,ORBIS,B,B
201410701H,88MARKETSTREET.COM.SG,SGNIC,B,B
201410701H,APERIA.COM.SG,SGNIC,B,B
201410701H,ASCENDAS-REIT.COM.SG,SGNIC,B,B
201410701H,ASCENDAS-SINGBRIDGE.COM.SG,SGNIC,B,B
201410701H,ASCOTT.COM.SG,SGNIC,B,B
201410701H,BEDOKMALL.COM.SG,SGNIC,B,B
201410701H,BEDOK-MALL.COM.SG,SGNIC,B,B
201410701H,BPP.COM.SG,SGNIC,B,B
201410701H,BUGISJUNCTION-MALL.COM.SG,SGNIC,B,B
201410701H,BUGISVILLAGE.COM.SG,SGNIC,B,B
201410701H,BUKITPANJANGPLAZA.COM.SG,SGNIC,B,B
201410701H,CAPITA3EAT.COM.SG,SGNIC,B,B
201410701H,CAPITA3EATS.COM.SG,SGNIC,B,B
201410701H,CAPITACARD.COM.SG,SGNIC,B,B
201410701H,CAPITACOMMTRUST.COM.SG,SGNIC,B,B
201410701H,CAPITAGREEN.SG,SGNIC,B,B
201410701H,CAPITALAND.COM.SG,SGNIC,B,B
201410701H,CAPITALANDASCENDASREIT.COM.SG,SGNIC,B,B
201410701H,CAPITALAND-ASCENDASREIT.COM.SG,SGNIC,B,B
201410701H,CAPITALANDASCOTTTRUST.COM.SG,SGNIC,B,B
201410701H,CAPITALANDCOMMERCIAL.COM.SG,SGNIC,B,B
201410701H,CAPITALANDHOPEFOUNDATION.COM.SG,SGNIC,B,B
201410701H,CAPITALANDINVESTMENT.COM.SG,SGNIC,B,B
201410701H,CAPITALAND-INVESTMENT.COM.SG,SGNIC,B,B
201410701H,CAPITALANDLODGINGTRUST.COM.SG,SGNIC,B,B
201410701H,CAPITALANDMALL.COM.SG,SGNIC,B,B
201410701H,CAPITALANDMALLASIA.COM.SG,SGNIC,B,B
201410701H,CAPITALANDMALLTRUST.COM.SG,SGNIC,B,B
201410701H,CAPITALANDRETAIL.COM.SG,SGNIC,B,B
201410701H,CAPITALANDRETAILCHINATRUST.COM.SG,SGNIC,B,B
201410701H,CAPITALTOWER.COM.SG,SGNIC,B,B
201410701H,CAPITAMALL.COM.SG,SGNIC,B,B
201410701H,CAPITAMALLASIA.COM.SG,SGNIC,B,B
201410701H,CAPITAMALLS.COM.SG,SGNIC,B,B
201410701H,CAPITAMALLSASIA.COM.SG,SGNIC,B,B
201410701H,CAPITAMALLTRUST.COM.SG,SGNIC,B,B
201410701H,CAPITARETAILCHINA.COM.SG,SGNIC,B,B
201410701H,CAPITARETAILCHINATRUST.COM.SG,SGNIC,B,B
201410701H,CAPITASPRING.COM.SG,SGNIC,B,B
201410701H,CAPITASTAR.COM.SG,SGNIC,B,B
201410701H,CAPITASTARS.COM.SG,SGNIC,B,B
201410701H,CAPITATHREATS.COM.SG,SGNIC,B,B
201410701H,CAPITATREATS.COM.SG,SGNIC,B,B
201410701H,CAPITAVOUCHER.COM.SG,SGNIC,B,B
201410701H,CAPLAND-ASCENDASREIT.COM.SG,SGNIC,B,B
201410701H,CATAPULT.COM.SG,SGNIC,B,B
201410701H,CICT.COM.SG,SGNIC,B,B
201410701H,CLAR.COM.SG,SGNIC,B,B
201410701H,CL-AREIT.COM.SG,SGNIC,B,B
201410701H,CL-ASCENDAS-REIT.COM.SG,SGNIC,B,B
201410701H,CLASCOTTTRUST.COM.SG,SGNIC,B,B
201410701H,CLINDIATRUST.COM.SG,SGNIC,B,B
201410701H,CLINT.COM.SG,SGNIC,B,B
201410701H,CLLODGINGTRUST.COM.SG,SGNIC,B,B
201410701H,CLLT.COM.SG,SGNIC,B,B
201410701H,CMX.COM.SG,SGNIC,B,B
201410701H,CRCT.COM.SG,SGNIC,B,B
201410701H,CSTAR.SG,SGNIC,B,B
201410701H,DANGAKEYS.COM.SG,SGNIC,B,B
201410701H,DLEEDONCOMMUNITY.COM.SG,SGNIC,B,B
201410701H,ECAPITALANDMALL.COM.SG,SGNIC,B,B
201410701H,ECAPITALANDMALLS.COM.SG,SGNIC,B,B
201410701H,ECAPITAMALL.COM.SG,SGNIC,B,B
201410701H,ECAPITAMALLS.COM.SG,SGNIC,B,B
201410701H,ENTREPOT.SG,SGNIC,B,B
201410701H,FUNAN.COM.SG,SGNIC,B,B
201410701H,FUTUREOFWORK.COM.SG,SGNIC,B,B
201410701H,IMM.SG,SGNIC,B,B
201410701H,INNOVATIONMADEREAL.SG,SGNIC,B,B
201410701H,ION.COM.SG,SGNIC,B,B
201410701H,IONORCHARD.COM.SG,SGNIC,B,B
201410701H,IONSINGAPORE.COM.SG,SGNIC,B,B
201410701H,IONSKY.COM.SG,SGNIC,B,B
201410701H,JAVENUE.COM.SG,SGNIC,B,B
201410701H,JCUBE.SG,SGNIC,B,B
201410701H,JCUBE-MALL.COM.SG,SGNIC,B,B
201410701H,JDEN.COM.SG,SGNIC,B,B
201410701H,JUNCTION8.SG,SGNIC,B,B
201410701H,LOT1.COM.SG,SGNIC,B,B
201410701H,LOTONE.COM.SG,SGNIC,B,B
201410701H,MYBEDOKRESIDENCES.COM.SG,SGNIC,B,B
201410701H,NOMADX.COM.SG,SGNIC,B,B
201410701H,ONEGEORGESTREET.COM.SG,SGNIC,B,B
201410701H,ONEPEARLBANK.COM.SG,SGNIC,B,B
201410701H,PEARLBANK.COM.SG,SGNIC,B,B
201410701H,PLAZASINGAPURA.COM.SG,SGNIC,B,B
201410701H,SIXBATTERYROAD.COM.SG,SGNIC,B,B
201410701H,TAMPINESMALL.COM.SG,SGNIC,B,B
201410701H,THEASCOTT.COM.SG,SGNIC,B,B
201410701H,THE-ASCOTT.COM.SG,SGNIC,B,B
201410701H,THERINKATJCUBE.COM.SG,SGNIC,B,B
201410701H,THEROBERTSONHOUSE.COM.SG,SGNIC,B,B
201410889M,www.noahgardencentre.com.sg,ORBIS,C,C
201411422W,www.tsgrp.sg,ORBIS,B,B
201411422W,TSGRP.COM.SG,SGNIC,B,B
201411574W,sinlanddevelopment.com,ORBIS,B,B
201412388C,www.takarabelmont.sg,ORBIS,B,B
201412388C,LEBEL.SG,SGNIC,B,B
201413829E,www.wishbone.com.sg,ORBIS,B,B
201413829E,MYCOOKIEJAR.COM.SG,SGNIC,B,B
201413829E,TLGSG.COM.SG,SGNIC,B,B
201414660E,www.itiviti.com,ORBIS,C,B
201415607C,www.edgeprop.sg,ORBIS,C,C
201415607C,CLEANMYHOME.COM.SG,SGNIC,C,C
201415607C,EDGEPROP.COM.SG,SGNIC,C,C
201415607C,EDGEPROPERTY.COM.SG,SGNIC,C,C
201415607C,FINDMYHOME.COM.SG,SGNIC,C,C
201415607C,FINDMYROOM.COM.SG,SGNIC,C,C
201415607C,FIXMYHOME.COM.SG,SGNIC,C,C
201415607C,FUNDMYHOME.COM.SG,SGNIC,C,C
201415607C,HOMECROWD.SG,SGNIC,C,C
201415607C,RENTMYHOME.COM.SG,SGNIC,C,C
201415607C,SELLMYHOME.COM.SG,SGNIC,C,C
201415607C,THEEDGEPROPERTY.SG,SGNIC,C,C
201415709W,www.sam.sg,ORBIS,B,B
201417072C,www.talenox.com,ORBIS,C,B
201419209K,www.seahong.com.sg,ORBIS,B,B
201419209K,ALIBERTY.COM.SG,SGNIC,B,B
201419209K,DIVERSELEARNING.COM.SG,SGNIC,B,B
201420766W,www.21at.sg,ORBIS,B,B
201421088Z,hirocon-net-sg.com,ORBIS,C,B
201421314K,blog.bandlab.com,ORBIS,B,B
201421595M,www.sheareshealthcare.com,ORBIS,B,B
201421716K,shalom.com.sg,ORBIS,C,C
201421716K,DISPOSAL.COM.SG,SGNIC,C,C
201421716K,HOUSEMOVER.COM.SG,SGNIC,C,C
201421716K,LOCALMOVERS.COM.SG,SGNIC,C,C
201421716K,MOVER.COM.SG,SGNIC,C,C
201421716K,NISSEISHIROHATO.COM.SG,SGNIC,C,C
201421716K,RELOCATION.COM.SG,SGNIC,C,C
201421716K,RELOCATIONS.COM.SG,SGNIC,C,C
201421716K,SELFSTORAGE.COM.SG,SGNIC,C,C
201421716K,SHALOMAVIATION.COM.SG,SGNIC,C,C
201421716K,SHALOMECO.COM.SG,SGNIC,C,C
201421716K,SHALOMECORESOURCES.COM.SG,SGNIC,C,C
201421716K,SHALOMMOVER.COM.SG,SGNIC,C,C
201421716K,SHALOMMOVERS.COM.SG,SGNIC,C,C
201421716K,SHALOMMOVERSHOLDINGS.COM.SG,SGNIC,C,C
201421716K,SHALOMSTORAGE.COM.SG,SGNIC,C,C
201421716K,SHALOMTRANSFERS.SG,SGNIC,C,C
201421716K,SHALOMVENTURES.COM.SG,SGNIC,C,C
201421716K,SHALOMWORLDWIDE.COM.SG,SGNIC,C,C
201421716K,SINGAPOREMOVER.COM.SG,SGNIC,C,C
201421716K,SINGAPOREMOVERS.COM.SG,SGNIC,C,C
201421716K,SINGAPOREPACKAGING.COM.SG,SGNIC,C,C
201421716K,SINGAPORESTORAGE.COM.SG,SGNIC,C,C
201421716K,STORAGEBOX.COM.SG,SGNIC,C,C
201421716K,STORAGESINGAPORE.COM.SG,SGNIC,C,C
201421716K,WAREHOUSING.COM.SG,SGNIC,C,C
201421716K,WESTHAVENSTORAGE.COM.SG,SGNIC,C,C
201421716K,WINGSAVIATION.COM.SG,SGNIC,C,C
201423947C,www.igeneprenataltest.com,ORBIS,C,B
201423947C,IGENENIPT.COM.SG,SGNIC,C,B
201424152Z,www.birchstreetsystems.com,ORBIS,B,B
201425298G,www.herdhr.com,ORBIS,B,C
201425298G,HERDHR.COM.SG,SGNIC,B,C
201425298G,WEEARN.COM.SG,SGNIC,B,C
201427247E,blog.datastreamx.com,ORBIS,B,B
201427716H,cullinangroup.com,ORBIS,B,B
201427841G,call-levels.com,ORBIS,B,B
201429268N,www.fitinpart.sg,ORBIS,C,C
201429270Z,mulberrylearning.com,ORBIS,C,B
201430574W,www.redhill.asia,ORBIS,B,B
201430574W,MALABAR.COM.SG,SGNIC,B,B
201430574W,REDHILL.COM.SG,SGNIC,B,B
201430574W,redhill.world/,GMAP,B,B
201432173C,www.novitee.com,ORBIS,B,B
201432173C,KOOMI.COM.SG,SGNIC,B,B
201433179D,www.amplexor.com,ORBIS,B,B
201433500N,bona.com.sg,ORBIS,B,B
201433500N,1ECOMMERCE.COM.SG,SGNIC,B,B
201433500N,1ERP.COM.SG,SGNIC,B,B
201433500N,1SME.COM.SG,SGNIC,B,B
201433918M,www.tookitaki.com,ORBIS,B,B
201434475Z,www.sendhelper.com,ORBIS,C,B
201436128W,www.frontline.bm,ORBIS,B,B
201436128W,FRONTMGT.COM.SG,SGNIC,B,B
201436532D,www.percipientcx.com,ORBIS,B,B
201437364K,www.northsea.sg,ORBIS,C,C
201502531R,www.doptron.com,ORBIS,B,B
201502802M,eunoia.asia,ORBIS,B,B
201504939N,www.netpluz.asia,ORBIS,B,B
201504939N,CHATCHAT.COM.SG,SGNIC,B,B
201504939N,DAP-SINGAPORE.COM.SG,SGNIC,B,B
201504939N,ESENTINEL.COM.SG,SGNIC,B,B
201504939N,NPZ.SG,SGNIC,B,B
201504939N,SOCIALY5.SG,SGNIC,B,B
201505203E,www.hankyu-hanshin.co.jp,ORBIS,C,B
201505203E,HHPS.SG,SGNIC,C,B
201506535E,www.ardmoreshipping.com,ORBIS,B,B
201506535E,ARDMORESHIPPING.COM.SG,SGNIC,B,B
201506599E,www.asiapacificrs.com,ORBIS,B,B
201507013C,www.blinktech.sg,ORBIS,B,B
201507013C,MARKETING-CAMPAIGN.COM.SG,SGNIC,B,B
201509960R,www.agsc.co.jp,ORBIS,B,B
201511631M,www.kew-asia.com,ORBIS,C,B
201511868R,otsaw.com,ORBIS,B,B
201511868R,OTSAW.COM.SG,SGNIC,B,B
201512288K,www.littlepaddington.com,ORBIS,C,B
201512503W,1homeshop.sg,ORBIS,C,C
201523544N,www.gaslogltd.com,ORBIS,C,B
201523936C,www.goldenocean.bm/contact,ORBIS,B,B
