UEN,ONLINE_PRESENCE_IND,CORPORATE_URL_IND,ECOM_REV,ECOM_REV_IND,TRUE_IE
201904423W,1.0,1.0,5.0,1.0,C
201904560K,1.0,1.0,0.0,0.0,B
201904599G,1.0,1.0,0.0,0.0,B
201904606N,1.0,1.0,0.0,0.0,B
201904970C,1.0,1.0,0.0,0.0,B
201905432R,1.0,1.0,0.0,0.0,B
201905444K,1.0,1.0,0.0,0.0,B
201905518K,1.0,1.0,0.0,0.0,B
201905743D,1.0,1.0,0.0,0.0,B
201906151D,1.0,1.0,0.0,0.0,B
201906248C,1.0,1.0,0.0,0.0,B
201906287C,1.0,1.0,0.0,0.0,B
201907110W,1.0,1.0,0.0,0.0,B
201907283N,1.0,1.0,1000.0,1.0,C
201909190M,1.0,0.0,7609.0,1.0,C
201909278H,1.0,1.0,1639235.0,1.0,C
201909466D,1.0,1.0,0.0,0.0,B
201909638R,1.0,1.0,900000.0,1.0,C
201909941R,1.0,1.0,30000.0,1.0,C
201910296D,1.0,1.0,6000000.0,1.0,C
201910581Z,1.0,1.0,0.0,0.0,B
201911017Z,1.0,1.0,50000.0,1.0,C
201911586K,1.0,1.0,0.0,0.0,B
201911749C,1.0,1.0,0.0,0.0,B
201912160W,1.0,1.0,0.0,0.0,B
201913214H,1.0,0.0,450000.0,1.0,C
201913224C,1.0,1.0,0.0,0.0,B
201913285H,1.0,1.0,0.0,0.0,B
201913517E,1.0,1.0,0.0,0.0,B
201915238K,1.0,1.0,221401.0,1.0,C
201916739K,1.0,1.0,0.0,0.0,B
201917037D,1.0,1.0,0.0,0.0,B
201917755H,1.0,1.0,0.0,0.0,B
201918337D,1.0,1.0,4116.0,1.0,C
201918688C,1.0,1.0,0.0,0.0,B
201918880D,1.0,1.0,0.0,0.0,B
201919071C,1.0,1.0,0.0,0.0,B
201919119G,1.0,1.0,1000.0,1.0,C
201919194N,1.0,1.0,80000.0,1.0,C
201919954Z,1.0,1.0,0.0,0.0,B
201920814E,1.0,1.0,0.0,0.0,B
201920843M,1.0,1.0,69798.0,1.0,C
201921404K,1.0,1.0,0.0,0.0,B
201921511E,1.0,1.0,0.0,0.0,B
201921781D,1.0,1.0,0.0,0.0,B
201922365Z,1.0,1.0,20000.0,1.0,C
201922994N,1.0,1.0,7000.0,1.0,C
201923582W,1.0,1.0,0.0,0.0,B
201923772N,1.0,1.0,400.0,1.0,C
201923976G,1.0,1.0,3000.0,1.0,C
201924400R,1.0,1.0,0.0,0.0,B
201925062M,1.0,1.0,0.0,0.0,B
201926128W,1.0,1.0,0.0,0.0,B
201927107W,1.0,1.0,300.0,1.0,C
201927229Z,1.0,1.0,0.0,0.0,B
201927623M,1.0,0.0,0.0,0.0,B
201928185N,1.0,1.0,0.0,0.0,B
201928445G,1.0,1.0,10000.0,1.0,C
201928543Z,1.0,0.0,0.0,0.0,B
201928887W,1.0,1.0,0.0,0.0,B
201928979C,1.0,1.0,300000.0,1.0,C
201930529G,1.0,0.0,0.0,0.0,B
201931998Z,1.0,1.0,0.0,0.0,B
201932725E,1.0,1.0,0.0,0.0,B
201933872G,1.0,1.0,500.0,1.0,C
201934158C,1.0,1.0,0.0,0.0,B
201935697K,1.0,1.0,0.0,0.0,B
201935848G,1.0,1.0,0.0,0.0,B
201936423E,1.0,1.0,0.0,0.0,B
201936517K,1.0,1.0,0.0,0.0,B
201936534D,1.0,1.0,0.0,0.0,B
201936812Z,1.0,0.0,6500000.0,1.0,C
201938121M,1.0,1.0,300000.0,1.0,C
201939530H,1.0,1.0,60000.0,1.0,C
201939737N,1.0,0.0,0.0,0.0,B
201940586H,1.0,1.0,0.0,0.0,B
201940588K,1.0,1.0,0.0,0.0,B
201940589C,1.0,1.0,0.0,0.0,B
201940590R,1.0,1.0,0.0,0.0,B
201942252R,1.0,1.0,0.0,0.0,B
201942401K,1.0,1.0,0.0,0.0,B
201943025W,1.0,1.0,0.0,0.0,B
201943507G,1.0,1.0,0.0,0.0,B
202000101N,1.0,1.0,5000.0,1.0,C
202000974M,1.0,1.0,0.0,0.0,B
202001393R,1.0,1.0,55000.0,1.0,C
202001623K,1.0,1.0,0.0,0.0,B
202001989R,1.0,1.0,3554797.0,1.0,C
202002114M,1.0,1.0,89881.0,1.0,C
202002118R,1.0,1.0,1007474.0,1.0,C
202002675M,1.0,1.0,682000.0,1.0,C
202002929R,1.0,1.0,0.0,0.0,B
202003363K,1.0,1.0,0.0,0.0,B
202003748W,1.0,1.0,0.0,0.0,B
202004251W,1.0,1.0,0.0,0.0,B
202005191K,1.0,1.0,1386000.0,1.0,C
202005735E,1.0,1.0,6000.0,1.0,C
202005900C,1.0,1.0,1600000.0,1.0,C
202006353G,1.0,1.0,5000000.0,1.0,C
202006417N,1.0,1.0,1585900.0,1.0,C
202007169M,1.0,1.0,0.0,0.0,B
202007394E,1.0,1.0,161576.0,1.0,C
202008320H,1.0,0.0,0.0,0.0,B
202010977D,1.0,1.0,0.0,0.0,B
202012015G,1.0,1.0,0.0,0.0,B
202012119E,1.0,1.0,0.0,0.0,B
202013008D,1.0,1.0,100000.0,1.0,C
202014377C,1.0,1.0,400000.0,1.0,C
202015586H,1.0,1.0,0.0,0.0,B
202015792G,1.0,1.0,0.0,0.0,B
202017166W,1.0,1.0,0.0,0.0,B
202017651D,1.0,1.0,500000.0,1.0,C
202018562H,1.0,1.0,0.0,0.0,B
202018639C,1.0,1.0,0.0,0.0,B
202018864N,1.0,0.0,8868189.0,1.0,C
202019939C,1.0,1.0,408000.0,1.0,C
202020191E,1.0,1.0,0.0,0.0,B
202020665D,1.0,1.0,92000.0,1.0,C
202020989R,1.0,1.0,163000.0,1.0,C
202021462W,1.0,1.0,0.0,0.0,B
202023850N,1.0,1.0,650000.0,1.0,C
202024037E,1.0,1.0,110000.0,1.0,C
202024151Z,1.0,1.0,100000.0,1.0,C
202024885D,1.0,1.0,253800.0,1.0,C
202025453C,1.0,1.0,200000.0,1.0,C
202025992N,1.0,1.0,3448307.0,1.0,C
202026480D,1.0,1.0,0.0,0.0,B
202026522D,1.0,1.0,500000.0,1.0,C
202026681D,1.0,0.0,956814.0,1.0,C
202027002C,1.0,1.0,0.0,0.0,B
202027053R,1.0,1.0,0.0,0.0,B
202027133E,1.0,1.0,0.0,0.0,B
202028367M,1.0,1.0,0.0,0.0,B
202028470D,1.0,1.0,2492671.0,1.0,C
202029575H,1.0,1.0,0.0,0.0,B
202030260H,1.0,1.0,5000.0,1.0,C
202032163Z,1.0,1.0,0.0,0.0,B
202032224N,1.0,0.0,100000.0,1.0,C
202033236E,1.0,0.0,0.0,0.0,B
202033487H,1.0,1.0,0.0,0.0,B
202033758E,1.0,1.0,30000.0,1.0,C
202034574N,1.0,1.0,0.0,0.0,B
202034575E,1.0,1.0,0.0,0.0,B
202034786W,1.0,1.0,2000000.0,1.0,C
202036277R,1.0,1.0,1890356.0,1.0,C
202037989H,1.0,0.0,2000000.0,1.0,C
202038775Z,1.0,1.0,0.0,0.0,B
202100136K,1.0,1.0,0.0,0.0,B
202100517N,1.0,1.0,3322677.0,1.0,C
202100548D,1.0,1.0,195000.0,1.0,C
202100909C,1.0,1.0,5622773.0,1.0,C
202101563K,1.0,1.0,0.0,0.0,B
202102558H,1.0,1.0,0.0,0.0,B
202103117E,1.0,1.0,47000.0,1.0,C
202104724H,1.0,1.0,0.0,0.0,B
202105766W,1.0,1.0,0.0,0.0,B
202106684D,1.0,1.0,3000.0,1.0,C
202107643W,1.0,1.0,0.0,0.0,B
202108362E,1.0,1.0,0.0,0.0,B
202109329G,1.0,1.0,0.0,0.0,B
202110232Z,1.0,1.0,0.0,0.0,B
202112034E,1.0,1.0,0.0,0.0,B
202112111C,1.0,1.0,0.0,0.0,B
202114296E,1.0,1.0,0.0,0.0,B
202115986K,1.0,1.0,0.0,0.0,B
202119486D,1.0,1.0,30000.0,1.0,C
202120153Z,1.0,1.0,0.0,0.0,B
202128726M,1.0,1.0,0.0,0.0,B
202140151N,1.0,1.0,0.0,0.0,B
20227300L,1.0,1.0,29247.0,1.0,C
20357100B,1.0,1.0,10000.0,1.0,C
20483000A,1.0,1.0,3000.0,1.0,C
21233500J,1.0,1.0,5790.0,1.0,C
21484400E,1.0,1.0,15000.0,1.0,C
21806000M,1.0,1.0,0.0,0.0,B
22395400D,1.0,1.0,85000.0,1.0,C
22913200J,1.0,1.0,0.0,0.0,B
23184100X,1.0,1.0,0.0,0.0,B
23889700A,1.0,1.0,15000.0,1.0,C
24836000X,1.0,1.0,70000.0,1.0,C
24915800X,1.0,1.0,0.0,0.0,B
25019600W,1.0,1.0,1004.0,1.0,C
25599100B,1.0,1.0,2000.0,1.0,C
26393700C,1.0,0.0,150000.0,1.0,C
26460300A,1.0,1.0,0.0,0.0,B
26718600B,1.0,0.0,0.0,0.0,B
26914900K,1.0,1.0,2258.0,1.0,C
27408000A,1.0,1.0,50000.0,1.0,C
28045900M,1.0,0.0,1.0,1.0,C
29038500L,1.0,1.0,1000.0,1.0,C
29089200K,1.0,1.0,0.0,0.0,B
29250100E,1.0,1.0,0.0,0.0,B
29317400L,1.0,1.0,0.0,0.0,B
30802600D,1.0,1.0,1900.0,1.0,C
32049300L,1.0,1.0,0.0,0.0,B
34000200W,1.0,1.0,0.0,0.0,B
34184000M,1.0,0.0,0.0,0.0,B
34624400E,1.0,1.0,0.0,0.0,B
34666900J,1.0,1.0,2000.0,1.0,C
35715600E,1.0,1.0,1800.0,1.0,C
36299600L,1.0,1.0,150000.0,1.0,C
36875100K,1.0,1.0,0.0,0.0,B
36906200X,1.0,0.0,60000.0,1.0,C
37265300J,1.0,1.0,0.0,0.0,B
37295300W,1.0,1.0,1100000.0,1.0,C
37341800X,1.0,1.0,0.0,0.0,B
37451600J,1.0,1.0,16052.0,1.0,C
37720200B,1.0,1.0,0.0,0.0,B
37809800D,1.0,1.0,4118000.0,1.0,C
37816800B,1.0,1.0,0.0,0.0,B
39357000B,1.0,1.0,5700.0,1.0,C
39477300D,1.0,1.0,0.0,0.0,B
39689200X,1.0,1.0,0.0,0.0,B
39717700C,1.0,1.0,5000.0,1.0,C
39959400X,1.0,1.0,29998.0,1.0,C
40882600B,1.0,1.0,252831.0,1.0,C
41516000J,1.0,1.0,315516.0,1.0,C
42796400L,1.0,1.0,0.0,0.0,B
43000200M,1.0,1.0,0.0,0.0,B
44256500C,1.0,1.0,0.0,0.0,B
45539300A,1.0,1.0,0.0,0.0,B
45889200M,1.0,1.0,0.0,0.0,B
46200400K,1.0,1.0,16558313.0,1.0,C
46533300A,1.0,1.0,0.0,0.0,B
46651900A,1.0,0.0,0.0,0.0,B
46768200C,1.0,1.0,194000.0,1.0,C
46848700W,1.0,0.0,0.0,0.0,B
47865600M,1.0,1.0,0.0,0.0,B
48195000A,1.0,0.0,0.0,0.0,B
49313800E,1.0,1.0,17170.0,1.0,C
50064900J,1.0,1.0,0.0,0.0,B
50943400B,1.0,1.0,750000.0,1.0,C
50973600M,1.0,1.0,0.0,0.0,B
51003600K,1.0,1.0,3000.0,1.0,C
51265900A,1.0,1.0,0.0,0.0,B
52446700E,1.0,0.0,0.0,0.0,B
52799745E,1.0,1.0,0.0,0.0,B
52800933L,1.0,1.0,500000.0,1.0,C
52801647D,1.0,1.0,0.0,0.0,B
52804488E,1.0,1.0,0.0,0.0,B
52821589B,1.0,0.0,0.0,0.0,B
52830542E,1.0,1.0,2332.0,1.0,C
52845401C,1.0,1.0,280000.0,1.0,C
52850183J,1.0,0.0,300.0,1.0,C
52852562W,1.0,1.0,0.0,0.0,B
52852856D,1.0,1.0,0.0,0.0,B
52862374E,1.0,1.0,5000.0,1.0,C
52864305C,1.0,0.0,80000.0,1.0,C
52866408E,1.0,1.0,0.0,0.0,B
52871511M,1.0,1.0,10000.0,1.0,C
52873259E,1.0,1.0,4290.0,1.0,C
52874706A,1.0,1.0,15000.0,1.0,C
52885079B,1.0,0.0,0.0,0.0,B
52897725C,1.0,0.0,0.0,0.0,B
52905070J,1.0,1.0,0.0,0.0,B
52906765W,1.0,1.0,5000.0,1.0,C
52907774D,1.0,1.0,3000.0,1.0,C
52908192W,1.0,1.0,0.0,0.0,B
52909791E,1.0,0.0,0.0,0.0,B
52915541M,1.0,1.0,0.0,0.0,B
52919018D,1.0,0.0,0.0,0.0,B
52922353L,1.0,1.0,0.0,0.0,B
52923125E,1.0,1.0,0.0,0.0,B
52930032W,1.0,1.0,30000.0,1.0,C
52933865C,1.0,1.0,0.0,0.0,B
52937847K,1.0,1.0,10000.0,1.0,C
52945935C,1.0,0.0,0.0,0.0,B
52946099L,1.0,1.0,0.0,0.0,B
52951202E,1.0,1.0,250000.0,1.0,C
52955915C,1.0,1.0,13173300.0,1.0,C
52961121W,1.0,0.0,0.0,0.0,B
52963456B,1.0,0.0,0.0,0.0,B
52965348J,1.0,1.0,0.0,0.0,B
52965989A,1.0,0.0,6000.0,1.0,C
52967124K,1.0,1.0,0.0,0.0,B
52971392J,1.0,1.0,0.0,0.0,B
52978466A,1.0,1.0,0.0,0.0,B
52979993J,1.0,1.0,0.0,0.0,B
52985514C,1.0,1.0,50000.0,1.0,C
53000260D,1.0,1.0,0.0,0.0,B
53003228K,1.0,0.0,41192.0,1.0,C
53005190K,1.0,1.0,0.0,0.0,B
53008737E,1.0,0.0,500.0,1.0,C
53009267X,1.0,0.0,0.0,0.0,B
53009521A,1.0,1.0,0.0,0.0,B
53011209D,1.0,0.0,0.0,0.0,B
53011819W,1.0,1.0,0.0,0.0,B
53012082L,1.0,1.0,0.0,0.0,B
53013253B,1.0,1.0,0.0,0.0,B
53013574D,1.0,1.0,0.0,0.0,B
53015053X,1.0,1.0,212762.0,1.0,C
53015751M,1.0,1.0,0.0,0.0,B
53018563J,1.0,1.0,0.0,0.0,B
53020941A,1.0,1.0,0.0,0.0,B
53022096B,1.0,1.0,0.0,0.0,B
53023132L,1.0,1.0,0.0,0.0,B
53031180A,1.0,1.0,70000.0,1.0,C
53040282C,1.0,0.0,0.0,0.0,B
53044447W,1.0,1.0,38000.0,1.0,C
53046369E,1.0,1.0,0.0,0.0,B
53058477L,1.0,0.0,0.0,0.0,B
53060117J,1.0,1.0,4093.0,1.0,C
53060645C,1.0,1.0,5000.0,1.0,C
53061563X,1.0,1.0,0.0,0.0,B
53062661J,1.0,0.0,10000.0,1.0,C
53068424A,1.0,0.0,300000.0,0.0,B
53069589L,1.0,1.0,0.0,0.0,B
53070652X,1.0,1.0,0.0,0.0,B
53077538K,1.0,1.0,200000.0,1.0,C
53080787D,1.0,0.0,12000.0,1.0,C
53084890B,1.0,1.0,0.0,0.0,B
53085431K,1.0,0.0,0.0,0.0,B
53086357W,1.0,0.0,5823.0,1.0,C
53090685J,1.0,1.0,0.0,0.0,B
53096352C,1.0,0.0,1500.0,1.0,C
53097947X,1.0,0.0,0.0,0.0,B
53098951D,1.0,1.0,0.0,0.0,B
53107666X,1.0,1.0,0.0,0.0,B
53107709L,1.0,1.0,0.0,0.0,B
53111374D,1.0,1.0,20000.0,1.0,C
53113212M,1.0,0.0,0.0,0.0,B
53114687A,1.0,1.0,18000.0,1.0,C
53119102L,1.0,1.0,0.0,0.0,B
53119184B,1.0,1.0,26165.0,1.0,C
53120551K,1.0,1.0,10311928.0,1.0,C
53121555E,1.0,1.0,27000.0,1.0,C
53123509B,1.0,0.0,500.0,1.0,C
53130055B,1.0,0.0,0.0,0.0,B
53133244J,1.0,1.0,0.0,0.0,B
53134715W,1.0,1.0,0.0,0.0,B
53142475L,1.0,1.0,0.0,0.0,B
53143229K,1.0,1.0,0.0,0.0,B
53144046W,1.0,1.0,25011.0,1.0,C
53145397M,1.0,0.0,0.0,0.0,B
53146538A,1.0,0.0,250000.0,1.0,C
53148392D,1.0,1.0,0.0,0.0,B
53150224D,1.0,1.0,200.0,1.0,C
53150929W,1.0,0.0,25000.0,1.0,C
53151314M,1.0,1.0,300000.0,1.0,C
53151590K,1.0,1.0,0.0,0.0,B
53153583E,1.0,1.0,0.0,0.0,B
53161142J,1.0,1.0,0.0,0.0,B
53167187M,1.0,1.0,0.0,0.0,B
53168760X,1.0,1.0,400000.0,1.0,C
53170531E,1.0,0.0,0.0,0.0,B
53172409C,1.0,1.0,0.0,0.0,B
53173402A,1.0,1.0,0.0,0.0,B
53174836K,1.0,1.0,0.0,0.0,B
53175048E,1.0,1.0,0.0,0.0,B
53175812E,1.0,0.0,33335.0,1.0,C
53179957C,1.0,0.0,0.0,0.0,B
53179982D,1.0,1.0,0.0,0.0,B
53180219A,1.0,1.0,0.0,0.0,B
53183388K,1.0,1.0,5000.0,1.0,C
53185522L,1.0,1.0,0.0,0.0,B
53185532E,1.0,1.0,506.0,1.0,C
53188590M,1.0,1.0,7402428.0,1.0,C
53189996M,1.0,0.0,0.0,0.0,B
53190794E,1.0,1.0,0.0,0.0,B
53191939X,1.0,1.0,3000.0,1.0,C
53192037B,1.0,1.0,2400.0,1.0,C
53192667B,1.0,1.0,10.0,1.0,C
53193864J,1.0,0.0,0.0,0.0,B
53193886K,1.0,1.0,0.0,0.0,B
53194337B,1.0,1.0,0.0,0.0,B
53194885D,1.0,1.0,10000.0,1.0,C
53198479J,1.0,1.0,0.0,0.0,B
53199227J,1.0,1.0,0.0,0.0,B
53200119B,1.0,1.0,0.0,0.0,B
53200455L,1.0,1.0,0.0,0.0,B
53202201K,1.0,1.0,0.0,0.0,B
53203866E,1.0,1.0,30000.0,1.0,C
53206643W,1.0,1.0,0.0,0.0,B
53206878E,1.0,0.0,0.0,0.0,B
53209817W,1.0,1.0,0.0,0.0,B
53209885D,1.0,1.0,10000.0,1.0,C
53209931A,1.0,1.0,0.0,0.0,B
53211081A,1.0,1.0,0.0,0.0,B
53211406W,1.0,1.0,0.0,0.0,B
53216132K,1.0,1.0,5600000.0,1.0,C
53216816W,1.0,1.0,51062259.0,1.0,C
53216886X,1.0,1.0,0.0,0.0,B
53218420C,1.0,1.0,8000.0,1.0,C
53219616C,1.0,0.0,0.0,0.0,B
53221178B,1.0,1.0,200000.0,1.0,C
53221996A,1.0,1.0,0.0,0.0,B
53222722X,1.0,0.0,5000.0,1.0,C
53223878L,1.0,0.0,100000.0,1.0,C
53226103L,1.0,1.0,0.0,0.0,B
53229896M,1.0,1.0,0.0,0.0,B
53230325C,1.0,1.0,0.0,0.0,B
53231395W,1.0,1.0,100000.0,1.0,C
53232305W,1.0,1.0,2000.0,1.0,C
53233027K,1.0,1.0,0.0,0.0,B
53235755L,1.0,1.0,900000.0,1.0,C
53239360X,1.0,0.0,2000.0,1.0,C
53239855J,1.0,1.0,0.0,0.0,B
53240491B,1.0,0.0,0.0,0.0,B
53243559A,1.0,0.0,0.0,0.0,B
53247441D,1.0,0.0,20000.0,1.0,C
53247847M,1.0,1.0,0.0,0.0,B
53249156D,1.0,1.0,60000.0,1.0,C
53249562D,1.0,0.0,6000.0,1.0,C
53251748B,1.0,1.0,0.0,0.0,B
53253015B,1.0,0.0,0.0,0.0,B
53254029L,1.0,1.0,0.0,0.0,B
53254310J,1.0,1.0,0.0,0.0,B
53256184L,1.0,0.0,18000.0,1.0,C
53257170C,1.0,1.0,0.0,0.0,B
53257631D,1.0,0.0,0.0,0.0,B
53259331J,1.0,0.0,0.0,0.0,B
53259997K,1.0,1.0,17000.0,1.0,C
53260456C,1.0,1.0,30000.0,1.0,C
53262223E,1.0,0.0,0.0,0.0,B
53263425W,1.0,1.0,1000.0,1.0,C
53264880C,1.0,1.0,0.0,0.0,B
53265450A,1.0,0.0,0.0,0.0,B
53266647W,1.0,1.0,11321.0,1.0,C
53268645D,1.0,1.0,0.0,0.0,B
53271435X,1.0,1.0,0.0,0.0,B
53276782M,1.0,1.0,0.0,0.0,B
53277149D,1.0,1.0,0.0,0.0,B
53284818K,1.0,0.0,8000.0,1.0,C
53286335J,1.0,0.0,30000.0,1.0,C
53289227E,1.0,1.0,0.0,0.0,B
53290659D,1.0,1.0,3500.0,1.0,C
53291039K,1.0,1.0,7808.0,1.0,C
53291685M,1.0,0.0,0.0,0.0,B
53292701W,1.0,1.0,50000.0,1.0,C
53294319L,1.0,1.0,1000.0,1.0,C
53306522D,1.0,1.0,0.0,0.0,B
53306673E,1.0,1.0,1.0,1.0,C
53307634W,1.0,1.0,0.0,0.0,B
53308188B,1.0,1.0,0.0,0.0,B
53308856M,1.0,1.0,0.0,0.0,B
53310349E,1.0,1.0,15269.0,1.0,C
53312480L,1.0,1.0,180000.0,1.0,C
53317362X,1.0,0.0,97000.0,1.0,C
53319090L,1.0,1.0,0.0,0.0,B
53319612D,1.0,0.0,100.0,1.0,C
53320909M,1.0,0.0,1000.0,1.0,C
53320972B,1.0,1.0,25000.0,1.0,C
53321262J,1.0,1.0,22423.0,1.0,C
53321309J,1.0,1.0,0.0,0.0,B
53322385K,1.0,0.0,5000.0,1.0,C
53327765E,1.0,0.0,0.0,0.0,B
53330840B,1.0,1.0,0.0,0.0,B
53332003L,1.0,1.0,30019.0,1.0,C
53332109C,1.0,1.0,0.0,0.0,B
53332769E,1.0,1.0,0.0,0.0,B
53333395D,1.0,0.0,244885.0,1.0,C
53333587J,1.0,1.0,23000000.0,1.0,C
53335010K,1.0,0.0,0.0,0.0,B
53335014W,1.0,1.0,500000.0,1.0,C
53338102M,1.0,1.0,32000.0,1.0,C
53339028A,1.0,1.0,0.0,0.0,B
53340882B,1.0,1.0,5000.0,1.0,C
53341637W,1.0,0.0,56496.0,1.0,C
53344978B,1.0,0.0,0.0,0.0,B
53345589L,1.0,1.0,3600.0,1.0,C
53346962K,1.0,1.0,2500.0,1.0,C
53349748E,1.0,0.0,120000.0,1.0,C
53351752D,1.0,1.0,300000.0,1.0,C
53352725B,1.0,1.0,382577.0,1.0,C
53355410A,1.0,1.0,23686035.0,1.0,C
53356716E,1.0,1.0,38925.0,1.0,C
53356938M,1.0,1.0,500000.0,1.0,C
53357293B,1.0,1.0,0.0,0.0,B
53357427K,1.0,1.0,1650.0,1.0,C
53360052M,1.0,1.0,100000.0,1.0,C
53360167C,1.0,1.0,0.0,0.0,B
53363702C,1.0,1.0,0.0,0.0,B
53363718W,1.0,1.0,1300.0,1.0,C
53367017M,1.0,1.0,452166.0,1.0,C
53367934J,1.0,1.0,6000.0,1.0,C
53368416A,1.0,1.0,43000.0,1.0,C
53369524D,1.0,1.0,0.0,0.0,B
53370663K,1.0,1.0,1500.0,1.0,C
53372605X,1.0,1.0,30000.0,1.0,C
53372938J,1.0,1.0,0.0,0.0,B
53373086D,1.0,1.0,0.0,0.0,B
53373666L,1.0,1.0,77520.0,1.0,C
53374146K,1.0,1.0,0.0,0.0,B
53377460L,1.0,1.0,0.0,0.0,B
53377810K,1.0,1.0,0.0,0.0,B
53379030A,1.0,1.0,10000.0,1.0,C
53379150B,1.0,1.0,2000.0,1.0,C
53380104D,1.0,0.0,0.0,0.0,B
53381164C,1.0,1.0,13600.0,1.0,C
53381532X,1.0,1.0,50000.0,1.0,C
53382884L,1.0,0.0,0.0,0.0,B
53384888A,1.0,1.0,0.0,0.0,B
53386379A,1.0,1.0,150000.0,1.0,C
53387811W,1.0,1.0,0.0,0.0,B
53389293K,1.0,0.0,0.0,0.0,B
53390473X,1.0,1.0,0.0,0.0,B
53392322X,1.0,1.0,12000.0,1.0,C
53393285L,1.0,1.0,3000.0,1.0,C
53394610K,1.0,1.0,0.0,0.0,B
53394633J,1.0,0.0,500.0,1.0,C
53395100C,1.0,1.0,0.0,0.0,B
53397248E,1.0,1.0,50000.0,1.0,C
53397824J,1.0,0.0,0.0,0.0,B
53399082C,1.0,0.0,20.0,1.0,C
53399162E,1.0,0.0,60000.0,1.0,C
53399851D,1.0,1.0,60000.0,1.0,C
53400263C,1.0,1.0,0.0,0.0,B
53400399X,1.0,0.0,0.0,0.0,B
53401137C,1.0,1.0,10000.0,1.0,C
53401388X,1.0,1.0,0.0,0.0,B
53401949L,1.0,0.0,20000.0,1.0,C
53402343J,1.0,1.0,850000.0,1.0,C
53403578K,1.0,0.0,10.0,1.0,C
53403672D,1.0,1.0,0.0,0.0,B
53403783J,1.0,1.0,0.0,0.0,B
53403930L,1.0,1.0,0.0,0.0,B
53405922L,1.0,0.0,1500.0,1.0,C
53407053A,1.0,0.0,49000.0,1.0,C
53408942M,1.0,1.0,0.0,0.0,B
53408971B,1.0,1.0,0.0,0.0,B
53409165B,1.0,1.0,0.0,0.0,B
53418260K,1.0,1.0,500.0,1.0,C
53420528C,1.0,1.0,0.0,0.0,B
53421783D,1.0,1.0,0.0,0.0,B
53422515B,1.0,1.0,0.0,0.0,B
53423030W,1.0,1.0,66114.0,1.0,C
53426158B,1.0,0.0,86534.0,1.0,C
53430731X,1.0,1.0,10000.0,1.0,C
53433678K,1.0,1.0,96000.0,1.0,C
53434459C,1.0,1.0,0.0,0.0,B
53438621X,1.0,0.0,0.0,0.0,B
R90SS0003D,1.0,1.0,0.0,0.0,B
S07SS0002J,1.0,1.0,0.0,0.0,B
S23SS0003B,1.0,1.0,0.0,0.0,B
S24SS0001D,1.0,1.0,0.0,0.0,B
S25SS0004H,1.0,1.0,0.0,0.0,B
S31SS0003F,1.0,1.0,0.0,0.0,B
S39SS0013G,1.0,1.0,0.0,0.0,B
S40SS0011F,1.0,1.0,5000.0,1.0,C
S41SS0008L,1.0,1.0,0.0,0.0,B
S41SS0014K,1.0,0.0,0.0,0.0,B
S46TU0001K,1.0,1.0,0.0,0.0,B
S47TU0027A,1.0,1.0,0.0,0.0,B
S50SS0006F,1.0,1.0,0.0,0.0,B
S60SS0016C,1.0,1.0,0.0,0.0,B
S60SS0023J,1.0,1.0,0.0,0.0,B
S61SS0085C,1.0,1.0,3670000.0,1.0,C
S61SS0111H,1.0,1.0,0.0,0.0,B
S61SS0180C,1.0,1.0,0.0,0.0,B
S62SS0026G,1.0,1.0,0.0,0.0,B
S62SS0063F,1.0,0.0,0.0,0.0,B
S63SS0005F,1.0,1.0,0.0,0.0,B
S63SS0016G,1.0,1.0,0.0,0.0,B
S64SS0017H,1.0,1.0,0.0,0.0,B
S64SS0018D,1.0,0.0,0.0,0.0,B
S64SS0024C,1.0,1.0,0.0,0.0,B
S64SS0034H,1.0,1.0,0.0,0.0,B
S64SS0047A,1.0,1.0,0.0,0.0,B
S65SS0003B,1.0,1.0,0.0,0.0,B
S66SS0029D,1.0,1.0,0.0,0.0,B
S66SS0032D,1.0,1.0,0.0,0.0,B
S67TU0462L,1.0,1.0,0.0,0.0,B
S68SS0030L,1.0,0.0,0.0,0.0,B
S70SS0023A,1.0,1.0,0.0,0.0,B
S71CS0164D,1.0,0.0,8000.0,1.0,C
S71SS0008J,1.0,1.0,0.0,0.0,B
S72FC2182K,1.0,1.0,0.0,0.0,B
S73SS0007A,1.0,1.0,0.0,0.0,B
S74SS0014A,1.0,1.0,0.0,0.0,B
S75FC2524F,1.0,1.0,0.0,0.0,B
S76CS0177L,1.0,1.0,0.0,0.0,B
S76SS0008A,1.0,1.0,0.0,0.0,B
S77SS0021L,1.0,1.0,0.0,0.0,B
S78SS0030C,1.0,1.0,0.0,0.0,B
S78SS0038D,1.0,1.0,0.0,0.0,B
S81TU0506J,1.0,1.0,0.0,0.0,B
S82SS0080A,1.0,1.0,0.0,0.0,B
S85SS0065H,1.0,0.0,0.0,0.0,B
S88CC0564J,1.0,1.0,0.0,0.0,B
S88FC3834D,1.0,1.0,0.0,0.0,B
S88SS0019D,1.0,1.0,0.0,0.0,B
S89CC0669G,1.0,1.0,0.0,0.0,B
S90FC4151K,1.0,1.0,0.0,0.0,B
S90SS0004D,1.0,0.0,0.0,0.0,B
S91SS0007H,1.0,1.0,20000.0,1.0,C
S92CC0900J,1.0,1.0,0.0,0.0,B
S93SS0051A,1.0,0.0,0.0,0.0,B
