UEN,WEBSITE,SOURCES,pred_label,true_pred
198803408C,KSBGROUP.COM.SG,SGNIC,C,B
198804008Z,sg.markem-imaje.com,ORBIS,C,B
198901519K,www.kingleymachinery.com,ORBIS,C,B
198901519K,KINGLEY.COM.SG,SGNIC,C,B
198903048W,www.accycle.com.sg,ORBIS,C,B
198904786E,bodynits.com,ORBIS,C,B
198905373W,www.ortv.com.sg,ORBIS,B,C
198905574W,dermalogica.com.sg,ORBIS,C,B
199000470K,telescience.asia,ORBIS,B,C
199000470K,TELESCIENCE.COM.SG,SGNIC,B,C
199000721C,www.jktech.com.sg,ORBIS,C,B
199000721C,ACADEMIC.COM.SG,SGNIC,C,B
199000721C,BLACKLAKEFACILITY.COM.SG,SGNIC,C,B
199000721C,COREL.COM.SG,SGNIC,C,B
199000721C,EVOLUTIONX.COM.SG,SGNIC,C,B
199000721C,EVOLUTIONXDEBTCAPITAL.COM.SG,SGNIC,C,B
199000721C,JKFINTECH.COM.SG,SGNIC,C,B
199000721C,JKONLINE.COM.SG,SGNIC,C,B
199000721C,JKPREMIER.SG,SGNIC,C,B
199000721C,JKTECHFOUNDATION.COM.SG,SGNIC,C,B
199000721C,MANAGE.COM.SG,SGNIC,C,B
199000721C,MANAGEOFFICE.COM.SG,SGNIC,C,B
199000721C,SOPB.COM.SG,SGNIC,C,B
199000777K,ksepl.com.sg,ORBIS,C,B
199001633W,www.mph.com.sg,ORBIS,B,C
199004016G,impexmarine.com.sg,ORBIS,C,B
199005447K,www.hba.com,ORBIS,C,B
199006290E,www.buylateral.com,ORBIS,C,B
199103992D,www.kawasaki.com,ORBIS,C,B
199103992D,KHI-SG.SG,SGNIC,C,B
199104064M,www.lladro.com,ORBIS,C,B
199104232C,aurora.com.sg,ORBIS,C,B
199203835H,www.tuttlepublishing.com,ORBIS,C,B
199203884C,www.nalli.com,ORBIS,C,B
199203884C,NALLI.COM.SG,SGNIC,C,B
199206342E,www.sennheiser.com,ORBIS,C,B
199206342E,SENNASIA.COM.SG,SGNIC,C,B
199302282Z,activhealth.com.sg,ORBIS,B,C
199302282Z,ACTIVKIDS.COM.SG,SGNIC,B,C
199304097K,www.blackboxnetwork.com.sg,ORBIS,C,B
199304646D,www.acecom.com.sg,ORBIS,B,C
199304646D,ACEMEDIA.SG,SGNIC,B,C
199304646D,SMARTMALL.SG,SGNIC,B,C
199305221C,www.hms-services.com,ORBIS,B,C
199305221C,SCHAAR-NIEMEYER.COM.SG,SGNIC,B,C
199305801D,fujioh.sg,ORBIS,C,B
199305801D,FUJIOH.COM.SG,SGNIC,C,B
199306048K,www.innoplan.com,ORBIS,C,B
199308264N,fcscs.com,ORBIS,C,B
199400579W,www.ni.com,ORBIS,C,B
199400625E,www.brf.com.sg,ORBIS,B,C
199401239Z,www.animalclinic.com.sg,ORBIS,C,B
199401239Z,CATCLINIC.COM.SG,SGNIC,C,B
199401239Z,THEANIMALCLINIC.COM.SG,SGNIC,C,B
199401239Z,THECATCLINIC.COM.SG,SGNIC,C,B
199401863Z,www.yeos.com.sg,ORBIS,B,C
199403711M,www.chevon.com.sg,ORBIS,B,C
199404506C,www.intermass.com.sg,ORBIS,B,C
199407307M,www.sinotron.biz,ORBIS,C,B
199408126N,www.etravelite.com,ORBIS,C,B
199408126N,DEMARCO.COM.SG,SGNIC,C,B
199408149M,oxfordhotel.com.sg,ORBIS,C,B
199501000W,www.autoscript.tv,ORBIS,C,B
199501345G,www.apsswim.com,ORBIS,C,B
199501345G,SWIMSINGAPORE.COM.SG,SGNIC,C,B
199503006R,cxagroup.com,ORBIS,B,C
199508791Z,www.keyence.com.sg,ORBIS,C,B
199602547W,www.micronclean.com.sg,ORBIS,C,B
199604726D,pasturegroup.com,ORBIS,C,B
199605482H,sg.insight.com,ORBIS,C,B
199606717N,www.eternalnice.com.sg,ORBIS,B,C
199608306E,singuo.com,ORBIS,C,B
199609046H,www.yoursingapore.biz/it/entertainment/shopping.php,ORBIS,C,B
199700302N,sapgrp.com.sg,ORBIS,C,B
199702146M,www.portapumper.com.sg,ORBIS,B,C
199702288Z,www.iqpc.sg,ORBIS,B,C
199702627K,www.valuehealthcare.com.sg,ORBIS,C,B
199704321N,www.signetique.com,ORBIS,C,B
199704321N,1800HOSTING.COM.SG,SGNIC,C,B
199704321N,1800-HOSTING.COM.SG,SGNIC,C,B
199704321N,ACACIA.COM.SG,SGNIC,C,B
199704321N,ANYTIMEBACKUP.COM.SG,SGNIC,C,B
199704321N,BLACKDESIGN.COM.SG,SGNIC,C,B
199704321N,CASKETFAIRPRICE.COM.SG,SGNIC,C,B
199704321N,CENTRAL.COM.SG,SGNIC,C,B
199704321N,CLOUDSTORE.COM.SG,SGNIC,C,B
199704321N,CRM.COM.SG,SGNIC,C,B
199704321N,DATABASE.SG,SGNIC,C,B
199704321N,E-LEARNING.SG,SGNIC,C,B
199704321N,EXTRANET.COM.SG,SGNIC,C,B
199704321N,HEWLIN.COM.SG,SGNIC,C,B
199704321N,MERCHANTS.SG,SGNIC,C,B
199704321N,REALLYDEDICATED.COM.SG,SGNIC,C,B
199704321N,SEOSINGAPORE.COM.SG,SGNIC,C,B
199704321N,SFA.SG,SGNIC,C,B
199704321N,SIGNETIQUE.COM.SG,SGNIC,C,B
199704321N,SINGAPORESEO.COM.SG,SGNIC,C,B
199704321N,SME.SG,SGNIC,C,B
199704321N,SMECOMMUNITY.COM.SG,SGNIC,C,B
199704321N,WEBHOSTING.COM.SG,SGNIC,C,B
199704321N,WEB-HOSTING.SG,SGNIC,C,B
199704321N,WEBLOG.COM.SG,SGNIC,C,B
199704321N,WEBLOGS.COM.SG,SGNIC,C,B
199704528Z,www.hplhotels.com,ORBIS,C,B
199705856R,www.wilbyestate.com,ORBIS,B,C
199707097N,www.activate.sg,ORBIS,C,B
199707097N,activate.sg/,GMAP,C,B
199708401H,www.boerger.com,ORBIS,B,C
199800475N,www.ubspress.com,ORBIS,B,C
199800635M,www.aztech.com,ORBIS,B,C
199801493N,www.broadway.com.sg,ORBIS,C,B
199801665G,millikenchemical.com,ORBIS,C,B
199801665G,MILLIKEN.SG,SGNIC,C,B
199801762H,www.sg.azbil.com,ORBIS,C,B
199802351D,www.nuera.com,ORBIS,C,B
199803394D,www.norcote.com,ORBIS,C,B
199803584Z,www.tatacommunications.com,ORBIS,C,B
199805178E,www.superworkshop.com.sg,ORBIS,C,B
199805357W,tierradesign.com.sg,ORBIS,C,B
199805445W,www.zonex.com.sg,ORBIS,C,B
199806241C,www.frontierhealthcare.com.sg,ORBIS,C,B
199900682G,www.benghui.com,ORBIS,B,C
199900682G,BHGLOBAL.COM.SG,SGNIC,B,C
199900827N,www.ubesg.com,ORBIS,C,B
199900940W,www.nirvasoft.com,ORBIS,C,B
199901635M,chemdry.com.sg,ORBIS,C,B
199903760D,albansassociates.com.sg,ORBIS,C,B
199904761K,www.agilent.com,ORBIS,C,B
199904761K,AGILENT.COM.SG,SGNIC,C,B
199904761K,BIOTEK.SG,SGNIC,C,B
199905536N,www.mauboussin.com.sg,ORBIS,C,B
199906198K,www.donaldson.com,ORBIS,B,C
199906198K,DONALDSON.COM.SG,SGNIC,B,C
199906436R,hoshizaki.com.sg,ORBIS,C,B
200000295R,www.aaltoee.sg,ORBIS,C,B
200000872E,www.goldenflowerinternational.com,ORBIS,C,B
200001209C,www.fotohub.com,ORBIS,B,C
200001617K,www.eetarp.com,ORBIS,C,B
200001617K,EETARP.SG,SGNIC,C,B
200001784C,www.thecellardoor.com.sg/shop,ORBIS,C,B
200001784C,thecellardoor.com.sg/,GMAP,C,B
200003190R,www.avaya.com,ORBIS,C,B
200003190R,AVAYA.COM.SG,SGNIC,C,B
200003601E,www.indigopacific.com,ORBIS,B,C
200003601E,INDIGOPACIFIC.COM.SG,SGNIC,B,C
200003928K,www.provisiontech.com.sg,ORBIS,C,B
200005713G,zingmobile.com,ORBIS,C,B
200005713G,ZINGMOBILE.COM.SG,SGNIC,C,B
200005791G,www.meyerinternationalmarketing.com,ORBIS,C,B
200005791G,MIM.COM.SG,SGNIC,C,B
200006228W,www.souvenirs.com.sg,ORBIS,C,B
200006659E,www.sistic.com.sg,ORBIS,B,C
200006659E,STIXMAIL.COM.SG,SGNIC,B,C
200007306C,www.onengineers.com,ORBIS,B,C
200007306C,ONENGINEER.COM.SG,SGNIC,B,C
200007306C,ON-ENGINEER.COM.SG,SGNIC,B,C
200007306C,ONENGINEERS.COM.SG,SGNIC,B,C
200007306C,ON-ENGINEERS.COM.SG,SGNIC,B,C
200007306C,QPM.COM.SG,SGNIC,B,C
200008161K,www.benq.com.sg,ORBIS,B,C
200009510K,www.playwarestudios.com,ORBIS,B,C
200100242D,www.qiagen.com/sg,ORBIS,C,B
200101096W,cbspaints.com.sg,ORBIS,C,B
200101497G,www.speedmark.com.sg,ORBIS,C,B
200101760R,www.polymetsa.com.sg,ORBIS,C,B
200102254K,cogentcomms.com,ORBIS,C,B
200102440D,butterflyleahin.com,ORBIS,C,B
200102440D,FARFALLA.COM.SG,SGNIC,C,B
200103428C,www.emsland-group.de,ORBIS,C,B
200104414C,www.fischer.sg,ORBIS,C,B
200104946N,hosintrading1265.blogspot.bg,ORBIS,B,C
200104946N,BIGLOBANG.SG,SGNIC,B,C
200104946N,HOSIN.COM.SG,SGNIC,B,C
200104946N,HOSINTRADING.SG,SGNIC,B,C
200105663Z,www.asiasoftsea.com,ORBIS,B,C
200105663Z,MAPLESEA.COM.SG,SGNIC,B,C
200105663Z,PLAYPARK.COM.SG,SGNIC,B,C
200106082D,www.plm.com.sg,ORBIS,B,C
200106082D,EVERWELL-FOODS.COM.SG,SGNIC,B,C
200107967Z,www.igt.com.sg,ORBIS,C,B
200201070K,www.ppcgroup.com.sg,ORBIS,C,B
200205967K,www.servtouch-wywy.com,ORBIS,C,B
200205967K,WYWY.COM.SG,SGNIC,C,B
200206251G,www.lenghuatsteel.com.sg,ORBIS,C,B
200207610Z,www.apixels.com.sg,ORBIS,C,B
200209140W,www.peachgarden.com.sg,ORBIS,C,B
200209266D,www.bureauveritas.com/home/worldwide-locations/south_east_asia/singapore,ORBIS,C,B
200209517N,www.seagull.no,ORBIS,C,B
200210152D,www.moleac.com,ORBIS,B,C
200210152D,COGNIVAID.COM.SG,SGNIC,B,C
200302327G,www.ixblue.com,ORBIS,C,B
200302686R,www.hotbake.com.sg,ORBIS,C,B
200302751W,www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=30577374,ORBIS,B,C
200305185C,www.reginox.co.uk,ORBIS,C,B
200305185C,REGINOX.COM.SG,SGNIC,C,B
200305185C,www.facebook.com/profile.php?id=100065184902546,GMAP,C,B
200305753H,www.cma-academy.edu.sg,ORBIS,C,B
200305753H,DESIGNFORGOOD.SG,SGNIC,C,B
200306009E,www.rm-teamrims.com,ORBIS,C,B
200309968K,racecraft-rc.com,ORBIS,C,B
200309968K,racecraftrc.com/,GMAP,C,B
200311435N,www.delifrance.com.sg,ORBIS,C,B
200311906Z,www.commscope.com,ORBIS,B,C
200311906Z,ANDREW.COM.SG,SGNIC,B,C
200311906Z,COMSEARCH.COM.SG,SGNIC,B,C
200311906Z,SYSTIMAX.COM.SG,SGNIC,B,C
200311971N,www.healyconsultants.com,ORBIS,C,B
200402827D,www.w3hub.com,ORBIS,C,B
200402827D,360DA.SG,SGNIC,C,B
200402827D,365-WINES.COM.SG,SGNIC,C,B
200402827D,AEIS.ORG.SG,SGNIC,C,B
200402827D,AGPL.COM.SG,SGNIC,C,B
200402827D,AKEMI.COM.SG,SGNIC,C,B
200402827D,AKEMIUCHI.COM.SG,SGNIC,C,B
200402827D,AKLPROJECTS.COM.SG,SGNIC,C,B
200402827D,AMARYLLIS.COM.SG,SGNIC,C,B
200402827D,AMBRO.SG,SGNIC,C,B
200402827D,AMCEGROUP.COM.SG,SGNIC,C,B
200402827D,AMO.SG,SGNIC,C,B
200402827D,AMPLIFY.COM.SG,SGNIC,C,B
200402827D,ARDENTCPL.COM.SG,SGNIC,C,B
200402827D,ARTZILLIONS.COM.SG,SGNIC,C,B
200402827D,AUTONOUS.SG,SGNIC,C,B
200402827D,BLUEOCEANINVEST.COM.SG,SGNIC,C,B
200402827D,CANNON.COM.SG,SGNIC,C,B
200402827D,CATARACT.COM.SG,SGNIC,C,B
200402827D,CHANGFAMILY.SG,SGNIC,C,B
200402827D,CHARISASSOCIATES.COM.SG,SGNIC,C,B
200402827D,CHUTNEYMARY.SG,SGNIC,C,B
200402827D,CLOVISPROJECT.COM.SG,SGNIC,C,B
200402827D,CODSHIELD.COM.SG,SGNIC,C,B
200402827D,CORDLIFETECH.COM.SG,SGNIC,C,B
200402827D,CORNER-EMBROIDERY.COM.SG,SGNIC,C,B
200402827D,CREST-ULTRASONICS.COM.SG,SGNIC,C,B
200402827D,CYBERFUSION.COM.SG,SGNIC,C,B
200402827D,DATAWAVE.COM.SG,SGNIC,C,B
200402827D,DATE.SG,SGNIC,C,B
200402827D,DIYITCM.SG,SGNIC,C,B
200402827D,DKIDZ.COM.SG,SGNIC,C,B
200402827D,DSKBUILDERS.COM.SG,SGNIC,C,B
200402827D,DSKRENOVATION.COM.SG,SGNIC,C,B
200402827D,EASTORIENT.COM.SG,SGNIC,C,B
200402827D,ECOCO.SG,SGNIC,C,B
200402827D,ECOSAVE.SG,SGNIC,C,B
200402827D,ELITEIRONCONSTRUCTION.COM.SG,SGNIC,C,B
200402827D,ENOVAGROUP.COM.SG,SGNIC,C,B
200402827D,EPILASIK.COM.SG,SGNIC,C,B
200402827D,ETNAITALIANRESTAURANT.COM.SG,SGNIC,C,B
200402827D,EVENTSOCIETY.SG,SGNIC,C,B
200402827D,EVERSTAR.COM.SG,SGNIC,C,B
200402827D,EVERSTARFAB.SG,SGNIC,C,B
200402827D,FAMOUSKITCHEN.COM.SG,SGNIC,C,B
200402827D,FAMOUSPALACE.COM.SG,SGNIC,C,B
200402827D,FAMOUSTREASURE.COM.SG,SGNIC,C,B
200402827D,FENIXX.COM.SG,SGNIC,C,B
200402827D,FIBRECRAFT.SG,SGNIC,C,B
200402827D,FUELBYTE.SG,SGNIC,C,B
200402827D,GENOKO.COM.SG,SGNIC,C,B
200402827D,GEOMOTION-AMS.SG,SGNIC,C,B
200402827D,GOALZERO.COM.SG,SGNIC,C,B
200402827D,HILINK.SG,SGNIC,C,B
200402827D,HILLCITY.COM.SG,SGNIC,C,B
200402827D,ICELLAR.SG,SGNIC,C,B
200402827D,IGNASIA.COM.SG,SGNIC,C,B
200402827D,INCOSYS.COM.SG,SGNIC,C,B
200402827D,IN-KO.SG,SGNIC,C,B
200402827D,INNERWORKZ.SG,SGNIC,C,B
200402827D,INNOVENG.SG,SGNIC,C,B
200402827D,INSPIRATION.EDU.SG,SGNIC,C,B
200402827D,INTELLITRAIN.SG,SGNIC,C,B
200402827D,IO-OSTERIA.COM.SG,SGNIC,C,B
200402827D,ITWAREHOUSE.COM.SG,SGNIC,C,B
200402827D,JPLIFESTYLE.COM.SG,SGNIC,C,B
200402827D,JU-LI.COM.SG,SGNIC,C,B
200402827D,KINSMAN.COM.SG,SGNIC,C,B
200402827D,LASIK.COM.SG,SGNIC,C,B
200402827D,LIAO.ORG.SG,SGNIC,C,B
200402827D,LINGOTRANS.COM.SG,SGNIC,C,B
200402827D,LINGO-TRANSLATION.COM.SG,SGNIC,C,B
200402827D,LYCOMPANY2.COM.SG,SGNIC,C,B
200402827D,MAYTATPLASTICS.COM.SG,SGNIC,C,B
200402827D,MEGAENGRG.COM.SG,SGNIC,C,B
200402827D,MEL.SG,SGNIC,C,B
200402827D,MLLPC.SG,SGNIC,C,B
200402827D,MODERNHERITAGE.COM.SG,SGNIC,C,B
200402827D,MOTORWARRANTY.COM.SG,SGNIC,C,B
200402827D,MSQUARE.COM.SG,SGNIC,C,B
200402827D,MUAHIN.COM.SG,SGNIC,C,B
200402827D,MV-DOF.COM.SG,SGNIC,C,B
200402827D,MYHEALTHMEDCTR.SG,SGNIC,C,B
200402827D,MYOPIA.COM.SG,SGNIC,C,B
200402827D,NGAIMEE.COM.SG,SGNIC,C,B
200402827D,NTUALUMNI.ORG.SG,SGNIC,C,B
200402827D,OILMAC.COM.SG,SGNIC,C,B
200402827D,OMAKASE.COM.SG,SGNIC,C,B
200402827D,OMBAK.COM.SG,SGNIC,C,B
200402827D,ONEBERJAYA-GLOBAL.COM.SG,SGNIC,C,B
200402827D,OUTSOS.COM.SG,SGNIC,C,B
200402827D,PANTJA.SG,SGNIC,C,B
200402827D,PLAYWHEN.COM.SG,SGNIC,C,B
200402827D,POWERBEE.SG,SGNIC,C,B
200402827D,PRESBYOPIA.COM.SG,SGNIC,C,B
200402827D,PRESPLAY.SG,SGNIC,C,B
200402827D,PRINTNSIGNS.COM.SG,SGNIC,C,B
200402827D,RAITO.COM.SG,SGNIC,C,B
200402827D,RAMCE.COM.SG,SGNIC,C,B
200402827D,REVO.COM.SG,SGNIC,C,B
200402827D,ROVOPS.COM.SG,SGNIC,C,B
200402827D,SAMFRUIT.COM.SG,SGNIC,C,B
200402827D,SECRETGARDEN.COM.SG,SGNIC,C,B
200402827D,SGPETS.COM.SG,SGNIC,C,B
200402827D,SINGAPOREMARKETPLACE.COM.SG,SGNIC,C,B
200402827D,ST2MEMDRS.COM.SG,SGNIC,C,B
200402827D,STAMFORDOFFICE.COM.SG,SGNIC,C,B
200402827D,SUNNYHILLS.COM.SG,SGNIC,C,B
200402827D,TECHNICALWOOD.COM.SG,SGNIC,C,B
200402827D,TECHNY.COM.SG,SGNIC,C,B
200402827D,TIDYHOMES.COM.SG,SGNIC,C,B
200402827D,TRANSCAL.COM.SG,SGNIC,C,B
200402827D,TYHSIN.COM.SG,SGNIC,C,B
200402827D,UNITEDSPORTS.COM.SG,SGNIC,C,B
200402827D,VAGO.SG,SGNIC,C,B
200402827D,VEHICLEINSURANCE.COM.SG,SGNIC,C,B
200402827D,VISIONPRO.SG,SGNIC,C,B
200402827D,VOICETEL.COM.SG,SGNIC,C,B
200402827D,W3GEAR.COM.SG,SGNIC,C,B
200402827D,W3HUB.COM.SG,SGNIC,C,B
200402827D,WEEKENDSALES.SG,SGNIC,C,B
200402827D,WHEELSFORHOPE.SG,SGNIC,C,B
200402827D,WILTRIX.COM.SG,SGNIC,C,B
200402827D,ZLSCC.ORG.SG,SGNIC,C,B
200403587M,www.harilelahospitality.com,ORBIS,C,B
200408226D,www.chateaudesable.com,ORBIS,C,B
200408226D,CHATEAUDESABLE.COM.SG,SGNIC,C,B
200409606M,trendshome.com.sg,ORBIS,B,C
200409606M,AIRLEO.COM.SG,SGNIC,B,C
200409606M,AIRVO.COM.SG,SGNIC,B,C
200409606M,AVOLTA.COM.SG,SGNIC,B,C
200410985W,www.recom-power.com,ORBIS,C,B
200411839Z,www.innogen.com.my,ORBIS,C,B
200412424K,solelovers.com,ORBIS,C,B
200414860H,www.tsangphotography.com,ORBIS,C,B
200414860H,MARTINTSANG.SG,SGNIC,C,B
200414860H,TSANGPHOTOGRAPHY.COM.SG,SGNIC,C,B
200416092E,coffexcoffee.com,ORBIS,C,B
200416092E,COFFEX.COM.SG,SGNIC,C,B
200500923E,www.epoolconnect.com,ORBIS,C,B
200503285K,www.narada-ap.com,ORBIS,C,B
200503285K,narada-ap.com/,GMAP,C,B
200503359K,www.menicon.sg/corporate,ORBIS,B,C
200503359K,MIRU.COM.SG,SGNIC,B,C
200503359K,MIRUCLS.COM.SG,SGNIC,B,C
200503573Z,www.bgc-group.com,ORBIS,B,C
200503573Z,BGC-INTERNAL.COM.SG,SGNIC,B,C
200505959K,www.futuristicgroup.com,ORBIS,B,C
200505959K,FUTURISTIC.COM.SG,SGNIC,B,C
200507069E,www.aklc.com.sg,ORBIS,B,C
200507069E,AKTIVATELEARNING.COM.SG,SGNIC,B,C
200516631H,www.vobis.com.sg,ORBIS,C,B
200516631H,VOBISENTERPRISE.COM.SG,SGNIC,C,B
200516707K,singapore.oso.sg,ORBIS,C,B
200517524K,jackfocus.com.sg,ORBIS,C,B
200517727M,www.tp-link.sg,ORBIS,B,C
200517824N,www.congressrental.asia,ORBIS,C,B
200517824N,CONGRESSRENTAL.COM.SG,SGNIC,C,B
200601009N,www.wkswelding.com.sg,ORBIS,C,B
200604691W,atrec.org,ORBIS,B,C
200605494W,www.starpetmarketing.com.sg,ORBIS,C,B
200605810K,naumihotels.com,ORBIS,C,B
200605810K,HIND.COM.SG,SGNIC,C,B
200605810K,NAUMIHOSPITALITY.COM.SG,SGNIC,C,B
200605810K,NAUMIHOTELS.COM.SG,SGNIC,C,B
200606144G,klaveness.com,ORBIS,C,B
200606284M,www.beacon.edu.sg,ORBIS,C,B
200608084R,www.ef-asia.sg,ORBIS,C,B
200609058W,iwarnaaquafarm.com,ORBIS,C,B
200611672M,www.adder.com,ORBIS,C,B
200611672M,ADDER.COM.SG,SGNIC,C,B
200611872C,www.lrpl.sg,ORBIS,C,B
200617519R,www.coldwear.com.sg,ORBIS,C,B
200619295D,www.geoffang.com,ORBIS,C,B
200702445Z,www.point-star.com,ORBIS,C,B
200702445Z,POINT-STAR.COM.SG,SGNIC,C,B
200702730R,www.profileasia.com,ORBIS,C,B
200702799K,www.idealconnection.com.sg,ORBIS,C,B
200703822R,www.craftmark.com.sg,ORBIS,B,C
200703822R,ACURALLE.COM.SG,SGNIC,B,C
200703822R,ARCHANGELSHOES.COM.SG,SGNIC,B,C
200705416C,www.uvex-safety.com.sg,ORBIS,C,B
200706776W,www.intuition.com,ORBIS,C,B
200708796R,www.antlabs.com,ORBIS,C,B
200709600W,www.consiliuminc.com,ORBIS,B,C
200713359R,www.plaza-network.com,ORBIS,C,B
200713646N,esteempackaging.com.sg,ORBIS,B,C
200714877H,sdh.edu.sg,ORBIS,C,B
200714877H,SDH.COM.SG,SGNIC,C,B
200714877H,SISH.COM.SG,SGNIC,C,B
200716252N,www.asiaexcel.com.sg,ORBIS,C,B
200716252N,KLUDI.COM.SG,SGNIC,C,B
200716810H,www.theprivegroup.com.sg,ORBIS,C,B
200716982N,www.jdpacs.com,ORBIS,B,C
200717100K,ecocoolfridge.wordpress.com,ORBIS,C,B
200718865Z,www.whiskystore.com.sg,ORBIS,C,B
200718865Z,WHISKYJOURNEY.COM.SG,SGNIC,C,B
200718926N,www.dperception.com.sg,ORBIS,B,C
200718926N,FURNREP.COM.SG,SGNIC,B,C
200719909W,www.brokk.com,ORBIS,C,B
200721832M,us.gshydro.com,ORBIS,C,B
200721832M,GSHYDRO.COM.SG,SGNIC,C,B
200723286E,www.selectcatering.com.sg,ORBIS,C,B
200801578M,www.hjlangdon.com,ORBIS,C,B
200805227Z,www.safety.com.sg,ORBIS,C,B
200805227Z,WORKWEAR.COM.SG,SGNIC,C,B
200806096E,starlearners.com.sg,ORBIS,B,C
200806514N,www.popandcontemporaryart.com,ORBIS,C,B
200808521G,excelmarco.com,ORBIS,C,B
200809207Z,www.unionenergy.com.sg,ORBIS,B,C
200809207Z,SUNGAS.COM.SG,SGNIC,B,C
200809207Z,UNIONSOLAR.SG,SGNIC,B,C
200809824Z,www.passions.com.sg/v2,ORBIS,C,B
200809824Z,PASSIONS.SG,SGNIC,C,B
200810177E,www.canare.com.sg,ORBIS,C,B
200811593C,www.wilmar-international.com,ORBIS,B,C
200811593C,RAFFLES-SHIPPING-INTL.COM.SG,SGNIC,B,C
200813423K,www.nikorex.com.sg,ORBIS,C,B
200813524R,readyspace.com.sg,ORBIS,C,B
200813524R,BUYSELLRENT.COM.SG,SGNIC,C,B
200814145K,www.equilibria.com,ORBIS,B,C
200814615E,www.mindchamps.org,ORBIS,C,B
200818316W,www.queenandmangosteen.com,ORBIS,C,B
200820012W,www.gogreenholdings.com,ORBIS,B,C
200820012W,GOGREENECOADVENTURE.COM.SG,SGNIC,B,C
200820012W,HENGFATTPROPERTY.COM.SG,SGNIC,B,C
200820012W,HFP.COM.SG,SGNIC,B,C
200820094C,www.bloomandgrowasia.com,ORBIS,B,C
200820094C,BLOOMCONNECT.SG,SGNIC,B,C
200820094C,IAMWOWMOM.COM.SG,SGNIC,B,C
200820094C,WOWMOM.SG,SGNIC,B,C
200820807R,www.deskera.com/sg,ORBIS,C,B
200820807R,DESK.SG,SGNIC,C,B
200820807R,DESKERA.COM.SG,SGNIC,C,B
200821985G,ronwell.info,ORBIS,C,B
200823329Z,adsc.illinois.edu,ORBIS,C,B
200823329Z,ADSC-CREATE.EDU.SG,SGNIC,C,B
200823329Z,IARCS-CREATE.EDU.SG,SGNIC,C,B
200823388E,www.presstoasia.com.sg,ORBIS,C,B
200901461M,www.arconmarketing.com,ORBIS,C,B
200901461M,ARCONMARKETING.COM.SG,SGNIC,C,B
200903037N,www.mydreamwedding.com.sg,ORBIS,C,B
200903531C,www.hcs.com.sg,ORBIS,C,B
200903536R,www.rededucation.com,ORBIS,B,C
200903891C,www.benjaminbarker.co,ORBIS,C,B
200905850M,facebook.com/gamemartzscenic,ORBIS,C,B
200906024W,itacho.com.sg,ORBIS,C,B
200906024W,SUSHIRAKU.COM.SG,SGNIC,C,B
200910093R,www.bioderma.sg,ORBIS,B,C
200910093R,CLUBBIODERMA.SG,SGNIC,B,C
200911697D,greenwavesystems.com,ORBIS,C,B
200912414R,www.latteriamb.com,ORBIS,C,B
200918393K,www.soas.com.sg,ORBIS,C,B
200918393K,AUTOMA8E.COM.SG,SGNIC,C,B
200919340K,www.dp-dataproducts.com,ORBIS,C,B
200920842R,www.chuanli.com.sg,ORBIS,C,B
200921721C,eternal-asia.com,ORBIS,C,B
200921721C,EASCS.COM.SG,SGNIC,C,B
201001057Z,www.irisbusiness.com,ORBIS,C,B
201001202K,solutionsatwork.com.sg,ORBIS,B,C
201001528E,www.omega.edu.sg,ORBIS,C,B
201001793H,www.mdis.edu.sg,ORBIS,C,B
201001793H,MC-MDIS.EDU.SG,SGNIC,C,B
201001793H,MDC.EDU.SG,SGNIC,C,B
201004421D,www.eset.com/sg,ORBIS,C,B
201004421D,ESET.COM.SG,SGNIC,C,B
201004919K,www.invisalign.com.sg,ORBIS,C,B
201005892W,www.kvh.com,ORBIS,C,B
201006851M,www.migao.com.sg,ORBIS,B,C
201007410H,www.storhub.com.sg,ORBIS,C,B
201009957C,cellmore.biz,ORBIS,C,B
201011846K,moonsindustries.com,ORBIS,C,B
201012024D,www.possopreschool.com,ORBIS,C,B
201014642G,mulberrylearning.com,ORBIS,C,B
201017713D,www.valuemax.com.sg,ORBIS,C,B
201020967D,thelifecelebrant.sg,ORBIS,C,B
201020967D,AFSS.COM.SG,SGNIC,C,B
201020967D,DYINGTOMEETYOU.COM.SG,SGNIC,C,B
201020967D,LIFECELEBRANT.SG,SGNIC,C,B
201020967D,THELIFECELEBRANT.COM.SG,SGNIC,C,B
201024646H,www.fortheloveoflaundry.com,ORBIS,B,C
201027097E,diligent.com,ORBIS,B,C
201102634H,www.perxtech.com,ORBIS,C,B
201103537D,www.itls.io,ORBIS,B,C
201107367W,www.lalique-group.com,ORBIS,B,C
201107367W,LALIQUE.COM.SG,SGNIC,B,C
201107367W,www.lalique.com/,GMAP,B,C
201118117Z,8vicglobal.com,ORBIS,B,C
201118117Z,ASTA80.SG,SGNIC,B,C
201118117Z,HOWTOINVEST.SG,SGNIC,B,C
201118117Z,MONEYMONEYHOME.COM.SG,SGNIC,B,C
201223546E,www.anaplan.com,ORBIS,B,C
201225032H,shhkact.com.sg,ORBIS,C,B
201231275N,flc-inc.sg,ORBIS,B,C
201301925C,halcyontech.com.sg,ORBIS,C,B
201301925C,ENDMILL.SG,SGNIC,C,B
201301925C,HALCYONTECH.SG,SGNIC,C,B
201303286Z,artisanbakery.com.sg,ORBIS,C,B
201303286Z,ALTPIZZA.SG,SGNIC,C,B
